Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/05,5,15419
SAN,"San Diego, CA: San Diego International",2010/05,5,6953
SEA,"Seattle, WA: Seattle/Tacoma International",2010/05,5,8400
SFO,"San Francisco, CA: San Francisco International",2010/05,5,11738
SLC,"Salt Lake City, UT: Salt Lake City International",2010/05,5,10277
TPA,"Tampa, FL: Tampa International",2010/05,5,5943
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/06,6,35143
BOS,"Boston, MA: Logan International",2010/06,6,9502
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/06,6,9538
CLT,"Charlotte, NC: Charlotte Douglas International",2010/06,6,10469
DCA,"Washington, DC: Ronald Reagan Washington National",2010/06,6,6458
DEN,"Denver, CO: Denver International",2010/06,6,20444
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/06,6,22490
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/06,6,13842
EWR,"Newark, NJ: Newark Liberty International",2010/06,6,9538
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/06,6,4827
IAD,"Washington, DC: Washington Dulles International",2010/06,6,6697
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/06,6,15820
JFK,"New York, NY: John F. Kennedy International",2010/06,6,9135
LAS,"Las Vegas, NV: McCarran International",2010/06,6,12198
LAX,"Los Angeles, CA: Los Angeles International",2010/06,6,17220
LGA,"New York, NY: LaGuardia",2010/06,6,8549
MCO,"Orlando, FL: Orlando International",2010/06,6,10487
MDW,"Chicago, IL: Chicago Midway International",2010/06,6,7369
MIA,"Miami, FL: Miami International",2010/06,6,5728
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/06,6,11218
ORD,"Chicago, IL: Chicago O'Hare International",2010/06,6,26671
PDX,"Portland, OR: Portland International",2010/06,6,4758
PHL,"Philadelphia, PA: Philadelphia International",2010/06,6,7468
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/06,6,15012
SAN,"San Diego, CA: San Diego International",2010/06,6,6981
SEA,"Seattle, WA: Seattle/Tacoma International",2010/06,6,9132
SFO,"San Francisco, CA: San Francisco International",2010/06,6,12025
SLC,"Salt Lake City, UT: Salt Lake City International",2010/06,6,10982
TPA,"Tampa, FL: Tampa International",2010/06,6,5656
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/07,7,36074
BOS,"Boston, MA: Logan International",2010/07,7,9992
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/07,7,9811
CLT,"Charlotte, NC: Charlotte Douglas International",2010/07,7,10800
DCA,"Washington, DC: Ronald Reagan Washington National",2010/07,7,6544
DEN,"Denver, CO: Denver International",2010/07,7,21407
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/07,7,22963
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/07,7,14169
EWR,"Newark, NJ: Newark Liberty International",2010/07,7,9840
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/07,7,5025
IAD,"Washington, DC: Washington Dulles International",2010/07,7,7000
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/07,7,16474
JFK,"New York, NY: John F. Kennedy International",2010/07,7,9853
LAS,"Las Vegas, NV: McCarran International",2010/07,7,12529
LAX,"Los Angeles, CA: Los Angeles International",2010/07,7,17920
LGA,"New York, NY: LaGuardia",2010/07,7,8608
MCO,"Orlando, FL: Orlando International",2010/07,7,10964
MDW,"Chicago, IL: Chicago Midway International",2010/07,7,7509
MIA,"Miami, FL: Miami International",2010/07,7,5851
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/07,7,11936
ORD,"Chicago, IL: Chicago O'Hare International",2010/07,7,27581
PDX,"Portland, OR: Portland International",2010/07,7,4959
PHL,"Philadelphia, PA: Philadelphia International",2010/07,7,7845
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/07,7,15419
SAN,"San Diego, CA: San Diego International",2010/07,7,7133
SEA,"Seattle, WA: Seattle/Tacoma International",2010/07,7,9673
SFO,"San Francisco, CA: San Francisco International",2010/07,7,12451
SLC,"Salt Lake City, UT: Salt Lake City International",2010/07,7,11267
TPA,"Tampa, FL: Tampa International",2010/07,7,5811
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/08,8,36128
BOS,"Boston, MA: Logan International",2010/08,8,10173
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/08,8,9667
CLT,"Charlotte, NC: Charlotte Douglas International",2010/08,8,11033
DCA,"Washington, DC: Ronald Reagan Washington National",2010/08,8,6637
DEN,"Denver, CO: Denver International",2010/08,8,21473
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/08,8,23108
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/08,8,14267
EWR,"Newark, NJ: Newark Liberty International",2010/08,8,9984
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/08,8,4848
IAD,"Washington, DC: Washington Dulles International",2010/08,8,7035
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/08,8,16014
JFK,"New York, NY: John F. Kennedy International",2010/08,8,9827
LAS,"Las Vegas, NV: McCarran International",2010/08,8,12587
LAX,"Los Angeles, CA: Los Angeles International",2010/08,8,17828
LGA,"New York, NY: LaGuardia",2010/08,8,8950
MCO,"Orlando, FL: Orlando International",2010/08,8,10374
MDW,"Chicago, IL: Chicago Midway International",2010/08,8,7373
MIA,"Miami, FL: Miami International",2010/08,8,5784
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/08,8,11780
ORD,"Chicago, IL: Chicago O'Hare International",2010/08,8,27822
PDX,"Portland, OR: Portland International",2010/08,8,4919
PHL,"Philadelphia, PA: Philadelphia International",2010/08,8,7808
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/08,8,15264
SAN,"San Diego, CA: San Diego International",2010/08,8,6991
SEA,"Seattle, WA: Seattle/Tacoma International",2010/08,8,9473
SFO,"San Francisco, CA: San Francisco International",2010/08,8,12557
SLC,"Salt Lake City, UT: Salt Lake City International",2010/08,8,11371
TPA,"Tampa, FL: Tampa International",2010/08,8,5559
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/09,9,34266
BOS,"Boston, MA: Logan International",2010/09,9,9417
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/09,9,8774
CLT,"Charlotte, NC: Charlotte Douglas International",2010/09,9,10757
DCA,"Washington, DC: Ronald Reagan Washington National",2010/09,9,6298
DEN,"Denver, CO: Denver International",2010/09,9,19817
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/09,9,21935
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/09,9,13542
EWR,"Newark, NJ: Newark Liberty International",2010/09,9,8941
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/09,9,4307
IAD,"Washington, DC: Washington Dulles International",2010/09,9,6482
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/09,9,14316
JFK,"New York, NY: John F. Kennedy International",2010/09,9,8859
LAS,"Las Vegas, NV: McCarran International",2010/09,9,12200
LAX,"Los Angeles, CA: Los Angeles International",2010/09,9,16301
LGA,"New York, NY: LaGuardia",2010/09,9,8745
MCO,"Orlando, FL: Orlando International",2010/09,9,8824
MDW,"Chicago, IL: Chicago Midway International",2010/09,9,6929
MIA,"Miami, FL: Miami International",2010/09,9,5370
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/09,9,10674
ORD,"Chicago, IL: Chicago O'Hare International",2010/09,9,26339
PDX,"Portland, OR: Portland International",2010/09,9,4496
PHL,"Philadelphia, PA: Philadelphia International",2010/09,9,7352
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/09,9,14565
SAN,"San Diego, CA: San Diego International",2010/09,9,6262
SEA,"Seattle, WA: Seattle/Tacoma International",2010/09,9,8496
SFO,"San Francisco, CA: San Francisco International",2010/09,9,11675
SLC,"Salt Lake City, UT: Salt Lake City International",2010/09,9,10082
TPA,"Tampa, FL: Tampa International",2010/09,9,4977
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/10,10,35494
BOS,"Boston, MA: Logan International",2010/10,10,9762
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/10,10,9090
CLT,"Charlotte, NC: Charlotte Douglas International",2010/10,10,11384
DCA,"Washington, DC: Ronald Reagan Washington National",2010/10,10,6593
DEN,"Denver, CO: Denver International",2010/10,10,20422
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/10,10,22538
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/10,10,14436
EWR,"Newark, NJ: Newark Liberty International",2010/10,10,9714
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/10,10,4625
IAD,"Washington, DC: Washington Dulles International",2010/10,10,6876
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/10,10,15169
JFK,"New York, NY: John F. Kennedy International",2010/10,10,8996
LAS,"Las Vegas, NV: McCarran International",2010/10,10,12669
LAX,"Los Angeles, CA: Los Angeles International",2010/10,10,16874
LGA,"New York, NY: LaGuardia",2010/10,10,9221
MCO,"Orlando, FL: Orlando International",2010/10,10,9562
MDW,"Chicago, IL: Chicago Midway International",2010/10,10,7176
MIA,"Miami, FL: Miami International",2010/10,10,5526
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/10,10,11007
ORD,"Chicago, IL: Chicago O'Hare International",2010/10,10,27106
PDX,"Portland, OR: Portland International",2010/10,10,4435
PHL,"Philadelphia, PA: Philadelphia International",2010/10,10,7590
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/10,10,15275
SAN,"San Diego, CA: San Diego International",2010/10,10,6521
SEA,"Seattle, WA: Seattle/Tacoma International",2010/10,10,8401
SFO,"San Francisco, CA: San Francisco International",2010/10,10,12034
SLC,"Salt Lake City, UT: Salt Lake City International",2010/10,10,9895
TPA,"Tampa, FL: Tampa International",2010/10,10,5333
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/11,11,33850
BOS,"Boston, MA: Logan International",2010/11,11,9558
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/11,11,8447
CLT,"Charlotte, NC: Charlotte Douglas International",2010/11,11,11151
DCA,"Washington, DC: Ronald Reagan Washington National",2010/11,11,7002
DEN,"Denver, CO: Denver International",2010/11,11,19148
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/11,11,21617
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/11,11,13047
EWR,"Newark, NJ: Newark Liberty International",2010/11,11,9504
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/11,11,5117
IAD,"Washington, DC: Washington Dulles International",2010/11,11,6256
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/11,11,14557
JFK,"New York, NY: John F. Kennedy International",2010/11,11,8816
LAS,"Las Vegas, NV: McCarran International",2010/11,11,11730
LAX,"Los Angeles, CA: Los Angeles International",2010/11,11,15932
LGA,"New York, NY: LaGuardia",2010/11,11,8359
MCO,"Orlando, FL: Orlando International",2010/11,11,9887
MDW,"Chicago, IL: Chicago Midway International",2010/11,11,6919
MIA,"Miami, FL: Miami International",2010/11,11,5839
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/11,11,10344
ORD,"Chicago, IL: Chicago O'Hare International",2010/11,11,24538
PDX,"Portland, OR: Portland International",2010/11,11,4111
PHL,"Philadelphia, PA: Philadelphia International",2010/11,11,7220
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/11,11,14800
SAN,"San Diego, CA: San Diego International",2010/11,11,6149
SEA,"Seattle, WA: Seattle/Tacoma International",2010/11,11,7733
SFO,"San Francisco, CA: San Francisco International",2010/11,11,11396
SLC,"Salt Lake City, UT: Salt Lake City International",2010/11,11,9856
TPA,"Tampa, FL: Tampa International",2010/11,11,5604
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/12,12,34440
BOS,"Boston, MA: Logan International",2010/12,12,9429
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/12,12,8557
CLT,"Charlotte, NC: Charlotte Douglas International",2010/12,12,11132
DCA,"Washington, DC: Ronald Reagan Washington National",2010/12,12,7068
DEN,"Denver, CO: Denver International",2010/12,12,19848
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/12,12,22153
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/12,12,13146
EWR,"Newark, NJ: Newark Liberty International",2010/12,12,9670
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/12,12,5812
IAD,"Washington, DC: Washington Dulles International",2010/12,12,6565
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/12,12,15819
JFK,"New York, NY: John F. Kennedy International",2010/12,12,9490
LAS,"Las Vegas, NV: McCarran International",2010/12,12,11918
LAX,"Los Angeles, CA: Los Angeles International",2010/12,12,16656
LGA,"New York, NY: LaGuardia",2010/12,12,8549
MCO,"Orlando, FL: Orlando International",2010/12,12,10605
MDW,"Chicago, IL: Chicago Midway International",2010/12,12,7102
MIA,"Miami, FL: Miami International",2010/12,12,6720
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/12,12,10181
ORD,"Chicago, IL: Chicago O'Hare International",2010/12,12,24870
PDX,"Portland, OR: Portland International",2010/12,12,4274
PHL,"Philadelphia, PA: Philadelphia International",2010/12,12,7478
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/12,12,15558
SAN,"San Diego, CA: San Diego International",2010/12,12,6372
SEA,"Seattle, WA: Seattle/Tacoma International",2010/12,12,8042
SFO,"San Francisco, CA: San Francisco International",2010/12,12,11792
SLC,"Salt Lake City, UT: Salt Lake City International",2010/12,12,10486
TPA,"Tampa, FL: Tampa International",2010/12,12,6086
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011/01,1,32013
BOS,"Boston, MA: Logan International",2011/01,1,9000
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/01,1,8091
CLT,"Charlotte, NC: Charlotte Douglas International",2011/01,1,10973
DCA,"Washington, DC: Ronald Reagan Washington National",2011/01,1,6783
DEN,"Denver, CO: Denver International",2011/01,1,19283
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011/01,1,21917
DTW,"Detroit, MI: Detroit Metro Wayne County",2011/01,1,7075
EWR,"Newark, NJ: Newark Liberty International",2011/01,1,8703
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011/01,1,5865
IAD,"Washington, DC: Washington Dulles International",2011/01,1,6169
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011/01,1,14647
JFK,"New York, NY: John F. Kennedy International",2011/01,1,7638
LAS,"Las Vegas, NV: McCarran International",2011/01,1,11947
LAX,"Los Angeles, CA: Los Angeles International",2011/01,1,16396
LGA,"New York, NY: LaGuardia",2011/01,1,8282
MCO,"Orlando, FL: Orlando International",2011/01,1,10430
MDW,"Chicago, IL: Chicago Midway International",2011/01,1,6534
MIA,"Miami, FL: Miami International",2011/01,1,6778
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011/01,1,8017
ORD,"Chicago, IL: Chicago O'Hare International",2011/01,1,23866
PDX,"Portland, OR: Portland International",2011/01,1,4167
PHL,"Philadelphia, PA: Philadelphia International",2011/01,1,7064
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011/01,1,15499
SAN,"San Diego, CA: San Diego International",2011/01,1,6294
SEA,"Seattle, WA: Seattle/Tacoma International",2011/01,1,7583
SFO,"San Francisco, CA: San Francisco International",2011/01,1,11486
SLC,"Salt Lake City, UT: Salt Lake City International",2011/01,1,10174
TPA,"Tampa, FL: Tampa International",2011/01,1,5808
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011/02,2,29034
BOS,"Boston, MA: Logan International",2011/02,2,8355
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/02,2,7407
CLT,"Charlotte, NC: Charlotte Douglas International",2011/02,2,9983
DCA,"Washington, DC: Ronald Reagan Washington National",2011/02,2,6099
DEN,"Denver, CO: Denver International",2011/02,2,17755
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011/02,2,19971
DTW,"Detroit, MI: Detroit Metro Wayne County",2011/02,2,6338
EWR,"Newark, NJ: Newark Liberty International",2011/02,2,8218
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011/02,2,5460
IAD,"Washington, DC: Washington Dulles International",2011/02,2,6085
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011/02,2,13242
JFK,"New York, NY: John F. Kennedy International",2011/02,2,6992
LAS,"Las Vegas, NV: McCarran International",2011/02,2,10975
LAX,"Los Angeles, CA: Los Angeles International",2011/02,2,14956
LGA,"New York, NY: LaGuardia",2011/02,2,7651
MCO,"Orlando, FL: Orlando International",2011/02,2,9628
MDW,"Chicago, IL: Chicago Midway International",2011/02,2,5922
MIA,"Miami, FL: Miami International",2011/02,2,6154
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011/02,2,7264
ORD,"Chicago, IL: Chicago O'Hare International",2011/02,2,23295
PDX,"Portland, OR: Portland International",2011/02,2,3693
PHL,"Philadelphia, PA: Philadelphia International",2011/02,2,6459
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011/02,2,14184
SAN,"San Diego, CA: San Diego International",2011/02,2,5737
SEA,"Seattle, WA: Seattle/Tacoma International",2011/02,2,6811
SFO,"San Francisco, CA: San Francisco International",2011/02,2,10454
SLC,"Salt Lake City, UT: Salt Lake City International",2011/02,2,9319
TPA,"Tampa, FL: Tampa International",2011/02,2,5393
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011/03,3,33855
BOS,"Boston, MA: Logan International",2011/03,3,9501
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/03,3,8921
CLT,"Charlotte, NC: Charlotte Douglas International",2011/03,3,11151
DCA,"Washington, DC: Ronald Reagan Washington National",2011/03,3,6752
DEN,"Denver, CO: Denver International",2011/03,3,20562
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011/03,3,22402
DTW,"Detroit, MI: Detroit Metro Wayne County",2011/03,3,7305
